pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_pubdate
Kepler-1158 b,Kepler-1158,1,1,Transit,2016,Kepler,13.53962930,0.00009329,-0.00009329,0,2014-12-04
Kepler-1158 b,Kepler-1158,1,1,Transit,2016,Kepler,13.53962930,0.00009329,-0.00009329,0,2014-12-18
Kepler-1158 b,Kepler-1158,1,1,Transit,2016,Kepler,13.53963003,0.00000984,-0.00000984,0,2016-07
Kepler-1158 b,Kepler-1158,1,1,Transit,2016,Kepler,13.53953595,0.00008810,-0.00008810,0,2017-08-31 00:00
Kepler-1158 b,Kepler-1158,1,1,Transit,2016,Kepler,13.53962930,0.00009329,-0.00009329,0,2015-09-24
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70816791,0.00009541,-0.00009541,0,2016-05
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70823750,0.00010190,-0.00010190,0,2018-08-16
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70823750,0.00010190,-0.00010190,0,2017-08-31 00:00
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70816791,0.00009541,-0.00009541,0,2015-09-24
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70817353,0.00000528,-0.00000528,0,2016-07
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70801000,0.00037000,-0.00037000,0,2014-01-08
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70816791,0.00009541,-0.00009541,0,2014-12-04
Kepler-1159 b,Kepler-1159,1,1,Transit,2016,Kepler,22.70816791,0.00009541,-0.00009541,0,2014-12-18
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96870839,0.00000116,-0.00000116,0,2016-07
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96871747,0.00000566,-0.00000566,0,2014-12-04
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96871747,0.00000566,-0.00000566,0,2014-12-18
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96872405,0.00000604,-0.00000604,0,2018-08-16
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96872190,0.00000495,-0.00000495,0,2019-03
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96872405,0.00000604,-0.00000604,0,2017-08-31 00:00
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96874100,0.00002000,-0.00002000,0,2014-01-08
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96873400,0.00000900,-0.00000900,0,2014-03
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96871747,0.00000566,-0.00000566,0,2015-09-24
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,5.96871747,0.00000566,-0.00000566,0,2016-05
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07139534,0.00000487,-0.00000487,0,2016-07
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07163000,0.00005600,-0.00005600,0,2014-03
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07141889,0.00004048,-0.00004048,0,2018-08-16
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07141889,0.00004048,-0.00004048,0,2017-08-31 00:00
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07148900,0.00004489,-0.00004489,0,2015-09-24
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07162000,0.00012000,-0.00012000,0,2014-01-08
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07148900,0.00004489,-0.00004489,0,2016-05
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07161083,0.00003585,-0.00003585,0,2019-03
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07148900,0.00004489,-0.00004489,0,2014-12-04
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,13.07148900,0.00004489,-0.00004489,0,2014-12-18
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97034958,0.00003122,-0.00003122,0,2015-09-24
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97034958,0.00003122,-0.00003122,0,2014-12-04
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97083000,0.00012000,-0.00012000,0,2014-01-08
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97034958,0.00003122,-0.00003122,0,2016-05
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97033985,0.00003502,-0.00003502,0,2017-08-31 00:00
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97003744,0.00002173,-0.00002173,0,2019-03
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97033985,0.00003502,-0.00003502,0,2018-08-16
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,7.97034958,0.00003122,-0.00003122,0,2014-12-18
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71243000,0.00024000,-0.00024000,0,2014-01-08
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71253475,0.00003804,-0.00003804,0,2017-08-31 00:00
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71252541,0.00003876,-0.00003876,0,2016-05
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71252541,0.00003876,-0.00003876,0,2014-12-18
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71252541,0.00003876,-0.00003876,0,2015-09-24
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71252541,0.00003876,-0.00003876,0,2014-12-04
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71253475,0.00003804,-0.00003804,0,2018-08-16
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71253219,0.00004062,-0.00004062,0,2019-03
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,10.71250013,0.00000354,-0.00000354,0,2016-07
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56265000,0.00063000,-0.00063000,0,2014-01-08
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56370690,0.00024720,-0.00024720,0,2014-12-04
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,,,,,2018-10
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56352490,0.00023690,-0.00023690,0,2018-08-16
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56356274,0.00024840,-0.00024840,0,2019-03
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56370690,0.00024720,-0.00024720,0,2016-05
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56352490,0.00023690,-0.00023690,0,2017-08-31 00:00
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56370690,0.00024720,-0.00024720,0,2014-12-18
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56370690,0.00024720,-0.00024720,0,2015-09-24
Kepler-1162 b,Kepler-1162,1,2,Transit,2016,Kepler,32.56369016,0.00001336,-0.00001336,0,2016-07
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28409958,,,0,2023-05
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28406400,0.00069920,-0.00069920,0,2018-08-16
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28415710,0.00063500,-0.00063500,0,2015-09-24
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28408595,0.00001474,-0.00001474,0,2016-07
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28415710,0.00063500,-0.00063500,0,2014-12-18
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28406400,0.00069920,-0.00069920,0,2017-08-31 00:00
Kepler-1162 c,Kepler-1162,1,2,Transit,2023,Kepler,59.28415710,0.00063500,-0.00063500,0,2014-12-04
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11786898,0.00002808,-0.00002808,0,2014-12-18
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11798200,0.00008200,-0.00008200,0,2014-01-08
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11786898,0.00002808,-0.00002808,0,2015-09-24
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11786898,0.00002808,-0.00002808,0,2016-05
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11789109,0.00002952,-0.00002952,0,2019-03
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11784972,0.00002782,-0.00002782,0,2017-08-31 00:00
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11784972,0.00002782,-0.00002782,0,2018-08-16
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,6.11786898,0.00002808,-0.00002808,0,2014-12-04
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97599629,0.00001137,-0.00001137,0,2018-08-16
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97600484,0.00001302,-0.00001302,0,2019-03
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97603200,0.00004300,-0.00004300,0,2014-01-08
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97599768,0.00001086,-0.00001086,0,2016-05
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97599768,0.00001086,-0.00001086,0,2014-12-04
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97599629,0.00001137,-0.00001137,0,2017-08-31 00:00
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97599768,0.00001086,-0.00001086,0,2014-12-18
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,3.97599768,0.00001086,-0.00001086,0,2015-09-24
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47852200,0.00005909,-0.00005909,0,2014-12-04
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47850818,0.00005266,-0.00005266,0,2018-08-16
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47852200,0.00005909,-0.00005909,0,2016-05
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,,,,,2018-10
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47852200,0.00005909,-0.00005909,0,2014-12-18
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47876623,0.00004417,-0.00004417,0,2019-03
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47829613,0.00001210,-0.00001210,0,2016-07
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47850818,0.00005266,-0.00005266,0,2017-08-31 00:00
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,9.47852200,0.00005909,-0.00005909,0,2015-09-24
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96859170,0.00017410,-0.00017410,0,2017-08-31 00:00
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96862050,0.00000651,-0.00000651,0,2016-07
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96870041,,,0,2022-02
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96860520,0.00015540,-0.00015540,0,2014-12-18
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96860520,0.00015540,-0.00015540,0,2015-09-24
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96860520,0.00015540,-0.00015540,0,2014-12-04
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96819000,0.00068000,-0.00068000,0,2014-01-08
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,29.96859170,0.00017410,-0.00017410,0,2018-08-16
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24068820,0.00028000,-0.00028000,0,2015-09-24
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24068820,0.00028000,-0.00028000,0,2014-12-18
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24079850,0.00027870,-0.00027870,0,2017-08-31 00:00
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24068820,0.00028000,-0.00028000,0,2016-05
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24068820,0.00028000,-0.00028000,0,2014-12-04
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24044781,0.00023674,-0.00023674,0,2019-03
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24097603,0.00000890,-0.00000890,0,2016-07
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24079850,0.00027870,-0.00027870,0,2018-08-16
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,33.24201000,0.00069000,-0.00069000,0,2014-01-08
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393374,0.00000268,-0.00000268,0,2014-12-04
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393374,0.00000268,-0.00000268,0,2016-05
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393170,0.00000269,-0.00000269,0,2018-08-16
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393170,0.00000269,-0.00000269,0,2017-08-31 00:00
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393374,0.00000268,-0.00000268,0,2014-12-18
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00396500,0.00001200,-0.00001200,0,2014-01-08
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393600,0.00000319,-0.00000319,0,2019-03
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,1.00393374,0.00000268,-0.00000268,0,2015-09-24
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82222394,0.00000461,-0.00000461,0,2016-07
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82265390,0.00038710,-0.00038710,0,2014-12-04
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82265390,0.00038710,-0.00038710,0,2014-12-18
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82265390,0.00038710,-0.00038710,0,2016-05
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82280000,0.00150000,-0.00150000,0,2014-01-08
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82247750,0.00041000,-0.00041000,0,2018-08-16
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82247750,0.00041000,-0.00041000,0,2017-08-31 00:00
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82265390,0.00038710,-0.00038710,0,2015-09-24
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,55.82244220,0.00035643,-0.00035643,0,2019-03
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11009134,0.00002806,-0.00002806,0,2016-05
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11009134,0.00002806,-0.00002806,0,2014-12-04
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11009134,0.00002806,-0.00002806,0,2014-12-18
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11010439,0.00004640,-0.00004640,0,2018-08-16
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11014294,0.00003586,-0.00003586,0,2019-03
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11009134,0.00002806,-0.00002806,0,2015-09-24
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11010439,0.00004640,-0.00004640,0,2017-08-31 00:00
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,6.11012200,0.00009900,-0.00009900,0,2014-01-08
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79590048,0.00001165,-0.00001165,0,2014-12-18
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,50.79036400,0.00002100,-0.00002100,0,2015-11
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79592280,0.00000750,-0.00000750,0,2015-01
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79590048,0.00001165,-0.00001165,0,2014-12-04
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79590048,0.00001165,-0.00001165,0,2016-05
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79591276,0.00001231,-0.00001231,0,2017-08-31 00:00
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79591276,0.00001231,-0.00001231,0,2018-08-16
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79593028,0.00000980,-0.00000980,0,2019-03
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79595200,0.00002700,-0.00002700,0,2014-03
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79590900,0.00004000,-0.00004000,0,2014-01-08
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79587256,0.00000166,-0.00000166,0,2016-07
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.79590048,0.00001165,-0.00001165,0,2015-09-24
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79034648,0.00002381,-0.00002381,0,2018-08-16
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79035891,0.00000082,-0.00000082,0,2016-07
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79034619,0.00002347,-0.00002347,0,2015-09-24
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79039100,0.00001400,-0.00001400,0,2015-01
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79034648,0.00002381,-0.00002381,0,2017-08-31 00:00
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79041200,0.00003900,-0.00003900,0,2014-03
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79034619,0.00002347,-0.00002347,0,2014-12-04
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79056300,0.00007000,-0.00007000,0,2014-01-08
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79039120,0.00002215,-0.00002215,0,2019-03
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79034619,0.00002347,-0.00002347,0,2016-05
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.79034619,0.00002347,-0.00002347,0,2014-12-18
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98973387,0.00000564,-0.00000564,0,2016-07
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98969327,0.00004242,-0.00004242,0,2015-09-24
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98969327,0.00004242,-0.00004242,0,2014-12-18
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98970266,0.00004169,-0.00004169,0,2018-08-16
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98969327,0.00004242,-0.00004242,0,2016-05
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98965000,0.00015000,-0.00015000,0,2014-01-08
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98969327,0.00004242,-0.00004242,0,2014-12-04
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98962569,0.00004502,-0.00004502,0,2019-03
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,9.98970266,0.00004169,-0.00004169,0,2017-08-31 00:00
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259231,0.00000487,-0.00000487,0,2018-08-16
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259224,0.00000219,-0.00000219,0,2016-05
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259224,0.00000219,-0.00000219,0,2014-12-04
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259224,0.00000219,-0.00000219,0,2015-09-24
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259530,0.00000770,-0.00000770,0,2014-01-08
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259054,0.00000037,-0.00000037,0,2019-03
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259231,0.00000487,-0.00000487,0,2017-08-31 00:00
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259224,0.00000219,-0.00000219,0,2014-12-18
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,1.44259194,0.00000147,-0.00000147,0,2016-07
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02017992,0.00000728,-0.00000728,0,2016-07
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02044230,0.00018860,-0.00018860,0,2014-12-04
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02044230,0.00018860,-0.00018860,0,2014-12-18
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02060000,0.00100000,-0.00100000,0,2014-01-08
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02033290,0.00018690,-0.00018690,0,2017-08-31 00:00
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02044230,0.00018860,-0.00018860,0,2015-09-24
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.01879744,0.00592141,-0.00592141,0,2019-03
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02033290,0.00018690,-0.00018690,0,2018-08-16
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,26.02044230,0.00018860,-0.00018860,0,2016-05
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985490,0.00000124,-0.00000124,0,2017-08-31 00:00
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985410,0.00000740,-0.00000740,0,2014-01-08
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985360,0.00000120,-0.00000120,0,2014-12-18
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985360,0.00000120,-0.00000120,0,2016-05
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985360,0.00000120,-0.00000120,0,2015-09-24
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985446,0.00000105,-0.00000105,0,2019-03
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985360,0.00000120,-0.00000120,0,2014-12-04
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0.76985490,0.00000124,-0.00000124,0,2018-08-16
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89225223,0.00002664,-0.00002664,0,2014-12-04
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89226333,0.00002626,-0.00002626,0,2017-08-31 00:00
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89225223,0.00002664,-0.00002664,0,2014-12-18
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89226333,0.00002626,-0.00002626,0,2018-08-16
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89225223,0.00002664,-0.00002664,0,2016-05
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89225000,0.00009600,-0.00009600,0,2014-01-08
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89223458,0.00003861,-0.00003861,0,2019-03
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,6.89225223,0.00002664,-0.00002664,0,2015-09-24
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94561380,0.00021070,-0.00021070,0,2018-08-16
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94563000,0.00017320,-0.00017320,0,2014-12-18
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94498797,0.00016293,-0.00016293,0,2019-03
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94561380,0.00021070,-0.00021070,0,2017-08-31 00:00
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94563000,0.00017320,-0.00017320,0,2016-05
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94563000,0.00017320,-0.00017320,0,2014-12-04
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94584397,0.00000765,-0.00000765,0,2016-07
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94563000,0.00017320,-0.00017320,0,2015-09-24
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,37.94523000,0.00066000,-0.00066000,0,2014-01-08
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17382440,0.00012430,-0.00012430,0,2017-08-31 00:00
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17385790,0.00013360,-0.00013360,0,2014-12-18
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17382440,0.00012430,-0.00012430,0,2018-08-16
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17378515,0.00000752,-0.00000752,0,2016-07
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17385790,0.00013360,-0.00013360,0,2016-05
